HH_jit_L1_variance,HH_jit_L0.01_variance,HH_jit_L3_variance,HH_jit_L0.1_variance,HH_jit_L0.1_mean,H_L0.01_variance,HH_jit_L5_variance,MI_dir_L0.01_variance,MI_dir_L0.1_mean,MI_dir_L0.01_weight,HH_L0.01_std,MI_dir_L0.1_weight,H_L0.01_mean,H_L0.01_weight,HH_jit_L5_mean,MI_dir_L1_weight,H_L0.1_weight,label
0.0,32.02765691,0.0,0.000384017,59.93783166,31666.92684,0.0,31666.92684,244.5621777,29.56987912,0.009896998,4.351727632,286.9104863,29.56987912,59.93536401,1.060308619,4.351727632,0
203.7411692,207.7320778,157.2647182,210.5099606,14.77387339,30787.75257,99.11418483,30787.75257,277.2673142,29.63190667,68.31246829,4.091237911,290.1513801,29.63190667,4.484355462,1.696464643,4.091237911,0
9.85e-07,4192.296953,0.0,86.59036901,26.36083341,31072.15836,0.0,31072.15836,273.7498591,28.19994921,68.63811811,3.145942298,291.6876609,28.19994921,29.70965195,1.000250423,3.145942298,0
1.09e-06,209.7143247,0.0,85.46169848,26.20655875,30785.05838,0.0,30785.05838,259.9696422,26.52489431,68.6357974,1.813383867,287.3938856,26.52489431,29.519696,1.000000015,1.813383867,0
199.7287214,199.9563988,199.3061769,199.9199342,9.998914773,31990.24662,198.8809819,31990.24662,335.3471863,31.07321089,19.34478319,5.430852249,289.0350333,31.07321089,9.896318778,3.223542324,5.430852249,0
1.12e-06,210.4731436,0.0,85.25143472,26.17868091,32909.15798,0.0,32909.15798,169.7505255,32.37770727,68.638574,3.191555868,244.6660613,32.37770727,29.48618293,1.079211204,3.191555868,0
200.2222697,200.0020426,200.2156953,200.1753591,10.00445154,32035.85299,200.2091202,32035.85299,355.5568072,30.15871243,19.34479995,4.796660281,293.8346253,30.15871243,10.00404089,3.000939043,4.796660281,0
0.0,275.5111568,0.0,0.010886873,120.9110568,32576.12888,0.0,32576.12888,171.9897553,28.92711717,9.54e-07,3.514573909,274.8132079,28.92711717,120.909477,1.009578224,3.514573909,0
225.0358252,206.209011,225.034081,224.261285,14.12032861,31035.78484,225.0305928,31035.78484,390.7388952,27.19029354,19.59298033,2.934666973,302.170524,27.19029354,14.93021485,1.998033449,2.934666973,0
9.95e-07,212.1275705,0.0,86.47954116,26.34293267,30890.59862,0.0,30890.59862,260.3831321,26.96138932,68.62170908,2.145418428,289.0354543,26.96138932,29.69164109,1.000000272,2.145418428,0
2.06e-11,49.79279346,0.0,0.002231717,30.01779616,32910.84206,0.0,32910.84206,234.9821092,32.10746205,0.020064839,4.503476304,268.5403086,32.10746205,30.03342009,1.05978433,4.503476304,0
0.0,813.1025959,0.0,0.100549898,116.2322789,31588.89087,0.0,31588.89087,300.8877579,27.90177582,9.54e-07,3.403014511,298.8752512,27.90177582,116.2266321,1.013152997,3.403014511,0
0.004244336,2762520000000000.0,0.001456326,84898219475.0,55.62742712,33978.10205,0.000520547,33978.10205,296.9927736,290.2307029,180.1365841,52.36072287,271.0318288,290.2307029,0.25386531,5.494016161,52.36072287,0
200.0447329,199.8922695,200.0382304,200.0308543,10.00084758,31542.93154,200.0317273,31542.93154,399.0156605,29.40110557,19.34472559,4.149534848,299.4865307,29.40110557,9.999619748,2.999914984,4.149534848,0
1.13e-06,209.4258628,0.0,85.08677871,26.1534662,30322.39341,0.0,30322.39341,370.2605229,29.15539031,68.63799936,4.902648987,304.4260777,29.15539031,29.46437311,3.929723851,4.902648987,0
0.0,1.86e-09,0.0,0.0,3600.368793,31677.00141,0.0,31677.00141,158.4837685,33.67964938,9.54e-07,8.727532259,261.6648501,33.67964938,3600.368793,4.816619374,8.727532259,0
224.9522162,205.9193974,224.9522157,224.1390831,14.11561833,31030.80116,224.9522147,31030.80116,359.9267079,28.01486816,19.59284664,3.377315551,297.442906,28.01486816,14.99718571,2.000104987,3.377315551,0
224.3867154,206.1709478,224.3859206,223.7426557,14.10171554,31155.13769,224.3843309,31155.13769,312.4538482,28.87641832,19.59297082,4.250066882,292.0327573,28.87641832,14.93162856,2.090201194,4.250066882,0
207.0719469,212.7620816,173.2146211,211.9871353,14.77913992,31807.02753,124.6593479,31807.02753,193.7617512,28.35821399,68.99992682,3.080376026,276.4534337,28.35821399,5.655552925,1.737570717,3.080376026,0
0.0,0.037798661,0.0,2.53e-06,125.4259955,3.64e-12,0.0,3.64e-12,110.0,1.722815901,1.91e-06,1.000167639,110.0,1.722815901,125.4260161,1.0,1.000167639,0
1.03e-06,211.0409124,0.0,86.24903829,26.31276162,31409.61534,0.0,31409.61534,266.8683057,27.81348796,68.63425085,2.241258301,284.2625771,27.81348796,29.63263011,1.000000818,2.241258301,0
224.9972654,2132872.454,224.9972468,224.2143934,14.11778122,32413.64945,224.9972097,32413.64945,360.7581934,30.21113595,19.59314606,3.273201059,280.6151068,30.21113595,14.99258561,1.999804818,3.273201059,0
0.0,12122.51033,0.0,8.939531055,127.1094812,31899.00007,0.0,31899.00007,196.5406962,27.92130857,6.74e-07,3.05851136,283.7336429,27.92130857,127.0729201,1.001782248,3.05851136,0
1.68e-06,53523808.93,0.0,143.9549915,23.9939293,30950.06643,0.0,30950.06643,325.7516195,26.92689075,19.92667675,2.221919249,291.7694827,26.92689075,29.99400401,1.000015462,2.221919249,0
9.59e-07,213.9518698,0.0,87.05574797,26.42191597,30357.43411,0.0,30357.43411,267.9303803,26.06742814,68.63584639,1.88939316,293.6700934,26.06742814,29.758708,1.000000054,1.88939316,0
207.8999036,211.9348399,170.9043633,212.8531719,14.81934384,31518.15982,119.4256022,31518.15982,272.659398,29.6493697,68.99978758,4.538880578,289.4921538,29.6493697,5.377689732,1.741341095,4.538880578,0
0.0,869.7655574,0.0,0.013766657,126.810881,31852.65008,0.0,31852.65008,218.1386975,29.59253811,9.54e-07,3.633467251,280.1712759,29.59253811,126.8123288,1.009028666,3.633467251,0
224.9729892,206.1838191,224.972646,224.1876881,14.11712624,30811.33296,224.9719595,30811.33296,388.1819728,27.36668263,19.59297108,3.008122532,301.7694443,27.36668263,14.9676108,1.9991279,3.008122532,0
0.189045595,2.02e+16,0.083773091,151700000000000.0,98882.7422,89449.31278,0.056889299,89449.31278,280.4278934,146.5209071,399.1494722,49.15846253,239.2650716,146.5209071,0.331953949,12.08375142,49.15846253,0
0.002794585,1714220000000000.0,0.001139759,6549463169.0,4.555170693,23332.4303,0.00029267,23332.4303,296.9631386,336.3164952,142.1036656,52.93567645,280.6518705,336.3164952,0.256871828,6.170463095,52.93567645,0
205.3934657,213.80777,163.8994634,211.7464306,14.79485934,32097.90573,109.0154047,32097.90573,301.2484348,31.31528892,68.99973504,5.644084915,285.3284239,31.31528892,4.915334606,2.544297818,5.644084915,0
1.11e-06,212.26243,0.0,85.55724703,26.20790444,31672.60887,0.0,31672.60887,246.5704098,28.22039907,68.63642754,2.007984348,274.9317461,28.22039907,29.50061798,1.000000067,2.007984348,0
207.473177,260978000000.0,170.047775,213.307318,14.82615341,31403.73665,118.2363292,31403.73665,239.7259098,28.78457622,68.99803968,3.884446525,288.0472678,28.78457622,5.326144852,1.724958089,3.884446525,0
1.68e-06,212.205954,0.0,143.9817654,23.99486476,30799.75186,0.0,30799.75186,293.277879,26.9963081,19.92668182,2.677555518,291.8768026,26.9963081,29.99443197,1.002231654,2.677555518,0
1.11e-06,210.599276,0.0,85.32947966,26.18324201,30084.94966,0.0,30084.94966,272.1402759,25.88144228,68.63810363,1.92905647,296.7430698,25.88144228,29.49414802,1.000000106,1.92905647,0
199.886366,199.9519714,199.7492246,199.9454594,9.999085923,29737.54249,199.6117788,29737.54249,425.2407819,27.16926334,19.34478651,3.787954274,317.3307839,27.16926334,9.965639413,2.998059619,3.787954274,0
60.56419739,6647630000000.0,0.44856103,2908.208407,9.406905393,20829.53257,0.002989207,20829.53257,235.9983943,11.0810651,144.7788126,8.164221104,219.8350303,11.0810651,1.898241722,1.979819571,8.164221104,0
1.67e-06,212.0861894,0.0,143.9995185,24.00342957,32242.57533,0.0,32242.57533,288.827061,28.67705342,19.92657906,2.511141272,277.3654697,28.67705342,30.00350213,1.000007536,2.511141272,0
1.01e-06,191572000000000.0,0.0,86.39949319,26.33475449,30278.53128,0.0,30278.53128,332.8980225,27.76339346,68.72702798,2.959095782,300.9625684,27.76339346,29.6567421,1.001592766,2.959095782,0
1.05e-06,212.4827231,0.0,86.01261633,26.28272737,31186.33928,0.0,31186.33928,307.5415008,28.3980006,68.63256566,2.816119364,291.0229529,28.3980006,29.58984494,1.000252796,2.816119364,0
224.9227197,206.1315697,224.9225485,224.1427132,14.11551436,31725.8332,224.9222061,31725.8332,333.719284,28.55671371,19.59294697,3.605916169,292.0102209,28.55671371,14.97518427,2.008230117,3.605916169,0
224.9399522,206.1862377,224.9397608,224.1669951,14.11624269,32858.0438,224.939378,32858.0438,357.1532613,31.70604263,19.59297682,3.277628986,270.7723309,31.70604263,14.97448297,1.999348889,3.277628986,0
1.14e-13,14.40168581,0.0,0.002366306,30.07391344,33043.90881,0.0,33043.90881,211.9069807,32.78008236,0.000365438,5.233644119,264.1209398,32.78008236,30.07865,1.15734572,5.233644119,0
1.67e-06,211.7905445,0.0,143.9534804,23.99272326,32763.36923,0.0,32763.36923,322.5874563,28.85749188,19.92649082,2.168487772,274.513709,28.85749188,30.00519109,1.000001392,2.168487772,0
0.0,42.13742698,0.0,0.021757708,119.2517297,31873.50244,0.0,31873.50244,310.4483958,29.00269451,6.74e-07,4.31692015,296.4699558,29.00269451,119.2493641,1.225208988,4.31692015,0
210.378654,214.5080117,184.3362504,214.1253714,14.81645394,31357.55411,143.7907523,31357.55411,310.0912305,30.23733186,68.99994571,5.603259622,293.8731086,30.23733186,6.62636637,2.911718006,5.603259622,0
200.1730452,200.0621731,200.1666047,200.145362,10.00368616,31230.8056,200.1601636,31230.8056,342.8667432,29.40384487,19.34479666,5.065162876,300.358127,29.40384487,10.00284154,3.009814989,5.065162876,0
199.8869417,199.9683947,199.7397973,199.9575335,9.999401858,31903.72528,199.5922963,31903.72528,339.4013688,30.25359938,19.34480032,5.131229728,293.7152544,30.25359938,9.963386448,3.008180098,5.131229728,0
224.817524,206.002996,224.8108507,224.0451459,14.11420872,32404.07012,224.7975048,32404.07012,374.7014135,29.50270943,19.59287239,3.101059793,284.3333936,29.50270943,14.85509529,1.996155497,3.101059793,0
1.07e-06,210.4924893,0.0,85.73302627,26.24074813,30751.24771,0.0,30751.24771,242.2510291,26.26719909,68.63876938,1.961992644,288.5334033,26.26719909,29.55921102,1.000000053,1.961992644,0
199.854095,199.9654511,199.7179439,199.9284573,9.998628034,31866.04518,199.5814875,31866.04518,333.1514025,29.63787963,19.34479823,5.128635071,297.1813789,29.63787963,9.965078443,3.116070003,5.128635071,0
206.7682245,209.6900815,194.6903927,208.2915688,13.81545091,29977.93121,173.2093701,29977.93121,302.5412569,29.81750457,68.72645809,5.02898952,297.4612624,29.81750457,8.758353706,2.032063346,5.02898952,0
1.804629388,2.78e+16,0.109176338,340870000000000.0,222207.2997,71726.0339,0.005104757,71726.0339,243.4394005,116.7499211,352.1719569,27.90371341,217.6960512,116.7499211,2.21605744,1.531499191,27.90371341,0
199.8992294,200.0187015,199.7746887,199.954052,9.999278483,32017.73542,199.6498917,32017.73542,317.6673927,30.47251239,19.34479622,5.562600051,292.1060415,30.47251239,9.968872335,3.008030606,5.562600051,0
0.0,544145000000000.0,0.0,0.000563182,122.5690391,31866.42014,0.0,31866.42014,257.2953387,28.08648879,6.74e-07,3.101659854,291.522287,28.08648879,122.5687001,1.000454362,3.101659854,0
199.8368978,199.9503199,199.7031701,199.9059056,9.998156529,30903.81615,199.5691473,30903.81615,326.0613219,29.76727049,19.34479144,5.689331278,299.3636308,29.76727049,9.965203762,3.829674693,5.689331278,0
224.9711582,475372446.8,224.9711582,224.0335524,14.11193755,32720.69683,224.9711582,32720.69683,360.9647649,29.87230554,19.62865175,3.269197459,281.5786293,29.87230554,14.99884195,2.000001154,3.269197459,0
214.0495574,215.918087,196.1092114,216.4986202,14.86267105,31146.63259,165.8015163,31146.63259,260.5750262,28.78538285,68.99907767,4.083927579,292.1471748,28.78538285,7.900283681,1.811588005,4.083927579,0
2.326917259,248430000000000.0,2.171809289,112.1236859,1.692105589,24147.34284,2.040128258,24147.34284,161.6013126,87.44347325,153.6791554,38.87717119,175.1681131,87.44347325,0.35658598,15.79348186,38.87717119,0
1.68e-06,212.1874376,0.0,143.9841211,23.99579297,32438.59854,0.0,32438.59854,326.7045933,27.84123147,19.92667646,2.105291409,281.576369,27.84123147,29.99577093,1.000000111,2.105291409,0
199.8744526,199.9539319,199.738337,199.920308,9.998401699,31670.86519,199.601921,31670.86519,347.6192284,29.78066962,19.34479089,4.942792537,297.0031972,29.78066962,9.96557771,3.000001864,4.942792537,0
3.810322863,1643.579931,0.157289283,1100.628418,7.582295259,25870.36817,0.060594389,25870.36817,153.6711008,75.67527492,30.20844841,42.07046834,178.6459839,75.67527492,0.099346972,10.14394237,42.07046834,0
224.6660086,205.8804264,224.6655097,223.8710932,14.10723887,31127.45602,224.664512,31127.45602,383.0866708,28.00255987,19.592798,3.070030808,297.1479545,28.00255987,14.95090101,1.99894954,3.070030808,0
205.9646471,213.9635413,165.4696283,212.1489115,14.80368389,32144.54159,111.2905978,32144.54159,225.8402281,29.60207909,68.99993737,3.488847072,276.8481577,29.60207909,5.014376842,1.712865879,3.488847072,0
224.9094861,206.158665,224.909284,224.1269285,14.11505849,31509.35807,224.9088798,31509.35807,276.266305,29.16105842,19.59295049,4.89566568,289.3609907,29.16105842,14.97281959,2.549135845,4.89566568,0
199.1690397,199.7852301,198.6674696,199.4035924,9.987961584,31010.74526,198.1607785,31010.74526,335.1849243,29.77028359,19.34460958,5.437593826,299.0259728,29.77028359,9.865513817,3.24978273,5.437593826,0
199.7653389,199.9519437,199.5776607,199.8781009,9.997744067,30937.75909,199.3892944,30937.75909,387.062516,28.9551367,19.34477377,4.345293038,303.7290613,28.9551367,9.951297399,2.996330048,4.345293038,0
0.0,3039.809869,0.0,2.534449589,125.6801784,0.001813591,0.0,0.001813591,110.0,1.546322916,0.000570492,1.000164917,109.9997409,1.546322916,125.659734,1.0,1.000164917,0
202.7675177,212.4577426,154.9558401,210.2715661,14.76919216,30943.96389,96.11352893,30943.96389,189.7822285,26.77190076,68.99991957,2.983353754,287.0908336,26.77190076,4.362918123,1.685828678,2.983353754,0
196.9117637,204.5461483,167.0369571,201.3414523,14.45192426,31732.14372,123.1302591,31732.14372,288.9145965,31.20495468,68.6286579,4.829427309,283.0535865,31.20495468,5.771189113,1.821110354,4.829427309,0
199.9627486,199.8877926,199.9562488,199.7765731,9.994518095,32549.04438,199.9497483,32549.04438,406.5060194,30.11699813,19.34477192,3.992223199,292.4324586,30.11699813,9.997570476,2.999908758,3.992223199,0
1.07e-06,210.2671229,0.0,85.86959972,26.26043386,31953.57099,0.0,31953.57099,254.5063031,28.98556904,68.63896168,2.158057636,272.8156125,28.98556904,29.56616998,1.0000002,2.158057636,0
1.68e-06,212.187906,0.0,143.9597412,23.9951166,32088.20515,0.0,32088.20515,270.3759601,28.51385041,19.92668196,2.855019041,278.7679326,28.51385041,29.99535608,1.001524002,2.855019041,0
1.12e-06,212.2957231,0.0,85.33906622,26.18686221,30265.76709,0.0,30265.76709,266.6013936,25.92838257,68.63724441,1.875800556,294.4282732,25.92838257,29.47739697,1.000000043,1.875800556,0
224.9043635,206.1563699,224.9019104,224.1312357,14.11617631,31949.08169,224.8970045,31949.08169,302.1393663,29.51611531,19.59295397,4.25404067,285.9498152,29.51611531,14.91263774,2.025181798,4.25404067,0
199.9808718,200.3118796,199.9536377,200.0100428,10.00030342,67809.43481,199.9263926,67809.43481,396.3860927,52.21013246,19.3613803,4.175284762,277.9915319,52.21013246,9.993205977,2.999794523,4.175284762,0
4.55e-12,152.6830728,0.0,0.004607861,30.14395125,32714.13287,0.0,32714.13287,231.0043142,31.80301948,1.727998154,4.453733771,269.9732911,31.80301948,30.15613604,1.055098977,4.453733771,0
3.93e-06,221.4761174,0.0,132.8779008,22.99352873,30341.20255,0.0,30341.20255,340.1675001,30.05675974,67.97230766,4.172809965,294.4138339,30.05675974,28.51209497,1.116919839,4.172809965,0
1.68e-06,212.215787,0.0,143.982644,23.99823686,30674.59696,0.0,30674.59696,262.5882982,27.40233309,19.9266909,3.353332446,289.8494904,27.40233309,29.99823499,1.324251759,3.353332446,0
0.0,208.8791591,0.0,0.003847122,60.15943908,32002.47469,0.0,32002.47469,176.8687283,28.20344778,0.219957288,3.272152202,278.0405498,28.20344778,60.15935993,1.0524874,3.272152202,0
213.0158089,214.4610829,196.1658533,215.2254432,14.82052409,31446.57172,167.4265796,31446.57172,298.4775755,30.01412722,68.99994833,5.12744728,292.2831836,30.01412722,8.051100835,2.052945061,5.12744728,0
196.125228,199.173192,196.1190043,196.6470068,9.919130324,30613.30162,196.1127799,30613.30162,402.1206267,28.32774703,19.34431235,4.105604315,308.2578089,28.32774703,9.901209044,2.999912077,4.105604315,0
0.0,39904547764.0,0.0,1.94e-05,124.9849862,0.0,0.0,0.0,110.0,1.693704566,0.0,1.000172843,110.0,1.693704566,124.985044,1.0,1.000172843,0
0.25669676,3738260000000.0,4.15e-06,615.4140844,9.07052168,31422.76594,6.67e-11,31422.76594,285.3108845,43.85113754,168.8671182,7.894278322,272.2203966,43.85113754,7.963439941,2.502750615,7.894278322,0
1.15e-06,210.9650502,0.0,85.0814085,26.15134142,31006.19575,0.0,31006.19575,293.1119006,27.57407607,68.63837765,2.22901481,289.7202492,27.57407607,29.4367702,1.000004336,2.22901481,0
0.0,0.012974556,0.0,3.07e-06,124.8471222,0.0,0.0,0.0,110.0,1.726166676,0.0,1.000174503,110.0,1.726166676,124.8470991,1.0,1.000174503,0
209.2959891,212.8609553,196.628779,210.5026057,13.88803831,31631.0141,174.1953671,31631.0141,257.2393122,31.49477742,68.83154663,4.27167673,276.0560825,31.49477742,8.717873122,1.839128157,4.27167673,0
9.66e-12,133.0957893,0.0,0.004231593,30.0870572,32533.56261,0.0,32533.56261,169.0983784,29.296162,3.78e-05,3.390315227,268.9977672,29.296162,30.07729101,1.052812471,3.390315227,0
7.58e-11,212.6455953,0.0,1.552227396,30.13158901,32410.25486,0.0,32410.25486,279.3262325,31.25683138,0.014535596,5.592561861,283.3505062,31.25683138,30.11115885,1.444082191,5.592561861,0
210.4391153,213.4656874,189.8309574,212.972715,14.76700119,31734.73804,156.0022846,31734.73804,183.5447159,28.01345363,68.99993758,3.102612238,276.5586068,28.01345363,7.368813108,1.794965035,3.102612238,0
3.82e+16,2.74e+17,70448800000000.0,2.44e+17,184647848.2,5719.561462,77096331772.0,5719.561462,176.1900927,10.62451427,57.93165504,8.096800746,165.4564794,10.62451427,52.5787017,2.172438806,8.096800746,0
212.5903636,213.1501909,199.9084726,213.9812753,14.76763219,31212.26019,177.4096021,31212.26019,189.9661519,27.85012502,68.76831478,2.888959993,278.5536239,27.85012502,8.822269134,1.838202739,2.888959993,0
208.0249221,208.6692135,184.8207147,210.7894842,14.71124367,31389.36362,147.7755109,31389.36362,289.7735783,29.82524934,68.89941922,4.859111277,291.7353807,29.82524934,6.924153975,1.864556034,4.859111277,0
224.9771587,206.1569461,224.970806,224.1935678,14.11934704,30611.75263,224.9581013,30611.75263,388.3678336,27.32340387,19.59295175,2.985578839,302.6147984,27.32340387,14.86379088,1.99624969,2.985578839,0
199.7567948,199.9129423,199.6281179,199.8206497,9.996273412,32471.30808,199.4991467,32471.30808,377.3315319,30.41499499,19.34478116,4.415891272,291.1184477,30.41499499,9.964426968,2.997806959,4.415891272,0
2175100850.0,5.03e+17,1.86e-09,2.11e+17,152832671.5,29078.50547,0.0,29078.50547,216.0687658,6.783988256,63.83321668,2.060324739,242.7053748,6.783988256,29.55061817,1.000000376,2.060324739,0
225.0190977,205.9093606,225.0189832,224.188714,14.11732583,32390.41332,225.018754,32390.41332,379.225743,28.96820328,19.59279804,3.051698011,287.6679724,28.96820328,14.98244404,1.999495965,3.051698011,0
1.68e-06,212.1886329,0.0,143.9865075,23.99774764,30925.03566,0.0,30925.03566,335.2814738,26.57001307,19.92666524,2.132470468,294.0649128,26.57001307,29.99818182,1.000007091,2.132470468,0
199.9128201,36259116473.0,199.7686173,199.9629594,9.999481702,32713.73049,199.6240964,32713.73049,286.520414,33.53741229,19.3447808,6.540104835,273.3217634,33.53741229,9.964587609,3.833333344,6.540104835,0
1.68e-06,212.2141949,0.0,143.9628505,23.99655797,31324.68064,0.0,31324.68064,279.8714004,27.55659112,19.92670087,2.798344706,286.8806789,27.55659112,29.9959991,1.000650876,2.798344706,0
1.07e-06,7265280000000000.0,0.0,2615.368909,26.24391074,31670.8221,0.0,31670.8221,327.0714003,29.2555948,72.18783444,2.745870807,291.3341552,29.2555948,29.55870199,1.000487934,2.745870807,0
212.289852,213.9376738,187.4816226,215.2836163,14.84903419,31311.76322,148.3044988,31311.76322,220.8589391,28.15360954,68.99994108,3.422367249,286.5823719,28.15360954,6.841775068,1.776848646,3.422367249,0
208.3664052,213.8609747,170.4921257,213.9990479,14.85046609,31424.41171,118.2109478,31424.41171,202.1771911,27.82271961,68.99993669,3.139631009,283.0628069,27.82271961,5.310456931,1.723679057,3.139631009,0
3.37e-11,49.37664272,0.0,0.003918358,29.92041466,32731.07241,0.0,32731.07241,194.0936403,30.54197108,4.42e-05,3.705428505,267.9684006,30.54197108,29.93832088,1.056406963,3.705428505,0
0.0,3230773540.0,0.0,0.105197829,60.11618854,32096.86075,0.0,32096.86075,194.9477099,28.78363337,0.057028678,3.520069526,279.2650105,28.78363337,60.12475514,1.054632813,3.520069526,0
1.12e-06,212.669846,0.0,85.37771231,26.19349371,30408.81318,0.0,30408.81318,319.7897674,27.81210438,68.63692496,3.078103978,299.5683168,27.81210438,29.48347998,1.001471491,3.078103978,0
196.8918398,199.4393105,196.5811786,197.4168763,9.935838972,31976.20995,196.269051,31976.20995,335.1384161,30.38406172,19.34479586,5.228924146,292.9993479,30.38406172,9.850089731,3.012315102,5.228924146,0
0.0,1508.263139,0.0,0.000493842,124.8892906,1.82e-12,0.0,1.82e-12,110.0,1.652020844,1.35e-06,1.000173994,110.0,1.652020844,124.8893301,1.0,1.000173994,0
225.6366237,205.987433,225.589963,224.6778468,14.14147621,33074.82533,225.4966801,33074.82533,308.4166489,30.48747284,19.59279749,3.939052419,276.7372196,30.48747284,14.65426341,2.105662429,3.939052419,0
224.9946137,206.1278305,224.99112,224.144689,14.11686633,30460.95284,224.9841326,30460.95284,380.1996666,27.1179128,19.59294529,3.104695496,304.2734976,27.1179128,14.89936652,1.997222178,3.104695496,0
198.7114068,199.4677583,196.502557,199.6847384,9.995249414,30948.98509,194.2304123,30948.98509,428.1700011,28.12414325,19.34470294,3.748683133,308.5909433,28.12414325,9.477971873,2.98400583,3.748683133,0
